appointmentId,listingPrice,carName,make,model,variant,year,transmissionType,bodyType,fuelType,ownership,registrationDate,cityRto,color,odometer,emiDetails,modelGroup,fitnessAge,features
10059147712,855000,KIA SONET,KIA,SONET,HTX 1.5,2021,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1622505600000,DL10,Red,"{'value': 30103, 'display': '30.10k km'}","{'cashDownPayment': 0, 'emiStartingValue': 16274, 'emiEndingValue': 16274, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 16715, 'emiOriginalEndingValue': 16715, 'tenure': 72, 'displayText': 'EMI ₹16,274/m', 'notAvailableText': 'Not available on EMI'}",SONET,10,"['InfotainmentSystem', 'RearAc', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart']"
11353342712,745000,Hyundai VENUE,Hyundai,VENUE,S 1.2,2022,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1648771200000,TN02,Red,"{'value': 53615, 'display': '53.62k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14565, 'emiEndingValue': 14565, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14565, 'emiOriginalEndingValue': 14565, 'tenure': 72, 'displayText': 'EMI ₹14,565/m', 'notAvailableText': 'Not available on EMI'}",VENUE,15,[]
10003429707,750000,Maruti Baleno,Maruti,Baleno,ZETA 1.2 AGS,2023,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1675209600000,DL7C,Silver,"{'value': 7638, 'display': '7.64k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14663, 'emiEndingValue': 14663, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14663, 'emiOriginalEndingValue': 14663, 'tenure': 72, 'displayText': 'EMI ₹14,663/m', 'notAvailableText': 'Not available on EMI'}",Baleno,15,"['InfotainmentSystem', 'RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'PushButtonStart']"
13571624709,1148000,KIA SELTOS,KIA,SELTOS,HTX IVT 1.5 PETROL,2020,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,1,1590969600000,GJ05,Silver,"{'value': 21057, 'display': '21.06k km'}","{'cashDownPayment': 0, 'emiStartingValue': 21851, 'emiEndingValue': 21851, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 22444, 'emiOriginalEndingValue': 22444, 'tenure': 72, 'displayText': 'EMI ₹21,851/m', 'notAvailableText': 'Not available on EMI'}",SELTOS,15,"['InfotainmentSystem', 'RearAc', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'TopModel', 'GpsNavigation', 'Tpms']"
10992425707,384000,Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,ERA 1.2 KAPPA VTVT,2020,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1596240000000,PB65,White,"{'value': 57661, 'display': '57.66k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7507, 'emiEndingValue': 7507, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7507, 'emiOriginalEndingValue': 7507, 'tenure': 72, 'displayText': 'EMI ₹7,507/m', 'notAvailableText': 'Not available on EMI'}",i10,15,['ParkingAssist']
DLR1001286,775000,Skoda Rapid,Skoda,Rapid,STYLE 1.5 TDI AT,2018,"{'value': 'Automatic', 'display': 'Auto'}",Sedan,Diesel,1,1525132800000,MH02,Red,"{'value': 78867, 'display': '78.87k km'}","{'cashDownPayment': 0, 'emiStartingValue': 15151, 'emiEndingValue': 15151, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 15151, 'emiOriginalEndingValue': 15151, 'tenure': 72, 'displayText': 'EMI ₹15,151/m', 'notAvailableText': 'Not available on EMI'}",Rapid,14,"['InfotainmentSystem', 'RearAc', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'TopModel']"
11305041756,510000,Mahindra TUV300,Mahindra,TUV300,T8,2016,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,2,1456790400000,TN68,Silver,"{'value': 70993, 'display': '70.99k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11345, 'emiEndingValue': 11345, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11345, 'emiOriginalEndingValue': 11345, 'tenure': 60, 'displayText': 'EMI ₹11,345/m', 'notAvailableText': 'Not available on EMI'}",TUV300,14,"['AlloyWheels', 'Bluetooth', 'TopModel']"
10847845750,567000,Hyundai Grand i10,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2019,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1556668800000,KA19,Silver,"{'value': 19791, 'display': '19.79k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11085, 'emiEndingValue': 11085, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11085, 'emiOriginalEndingValue': 11085, 'tenure': 72, 'displayText': 'EMI ₹11,085/m', 'notAvailableText': 'Not available on EMI'}",i10,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'PushButtonStart', 'TopModel']"
DLR1001522,449990,Maruti Swift Dzire,Maruti,Swift Dzire,VDI,2014,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Diesel,1,1398902400000,PB02,White,"{'value': 66297, 'display': '66.30k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14946, 'emiEndingValue': 14946, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14946, 'emiOriginalEndingValue': 14946, 'tenure': 36, 'displayText': 'EMI ₹14,946/m', 'notAvailableText': 'Not available on EMI'}",Dzire,14,[]
13527540711,220000,Hyundai Eon,Hyundai,Eon,ERA +,2016,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1477958400000,GJ05,White,"{'value': 44995, 'display': '45.00k km'}","{'cashDownPayment': 0, 'emiStartingValue': 4301, 'emiEndingValue': 4301, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 4301, 'emiOriginalEndingValue': 4301, 'tenure': 72, 'displayText': 'EMI ₹4,301/m', 'notAvailableText': 'Not available on EMI'}",Eon,15,[]
19457825742,890000,MG ASTOR,MG,ASTOR,STYLE 1.5 MT,2023,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1693526400000,HR85,White,"{'value': 3499, 'display': '3.50k km'}","{'cashDownPayment': 0, 'emiStartingValue': 16940, 'emiEndingValue': 16940, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 17400, 'emiOriginalEndingValue': 17400, 'tenure': 72, 'displayText': 'EMI ₹16,940/m', 'notAvailableText': 'Not available on EMI'}",ASTOR,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
15163524760,438000,Hyundai Elite i20,Hyundai,Elite i20,ASTA 1.4 CRDI,2017,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Diesel,1,1517443200000,UP15,White,"{'value': 82270, 'display': '82.27k km'}","{'cashDownPayment': 0, 'emiStartingValue': 20618, 'emiEndingValue': 20618, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 20618, 'emiOriginalEndingValue': 20618, 'tenure': 24, 'displayText': 'EMI ₹20,618/m', 'notAvailableText': 'Not available on EMI'}",i20,10,"['RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'TopModel', 'GpsNavigation']"
10339044712,590000,Tata Tiago,Tata,Tiago,XM CNG,2023,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1682899200000,MH46,Blue,"{'value': 33299, 'display': '33.30k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11535, 'emiEndingValue': 11535, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11535, 'emiOriginalEndingValue': 11535, 'tenure': 72, 'displayText': 'EMI ₹11,535/m', 'notAvailableText': 'Not available on EMI'}",Tiago,13,"['Bluetooth', 'ParkingAssist']"
41144249755,220000,Honda Amaze,Honda,Amaze,1.5L I-DTEC S,2015,"{'value': 'Manual', 'display': 'Manual'}",Sedan,Diesel,1,1438387200000,UP37,White,"{'value': 162623, 'display': '1.6L km'}","{'cashDownPayment': 0, 'emiStartingValue': 5793, 'emiEndingValue': 5793, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 5793, 'emiOriginalEndingValue': 5793, 'tenure': 48, 'displayText': 'EMI ₹5,793/m', 'notAvailableText': 'Not available on EMI'}",Amaze,14,[]
10027844774,425000,Maruti Baleno,Maruti,Baleno,DELTA PETROL 1.2,2016,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1467331200000,DL5C,Blue,"{'value': 20530, 'display': '20.53k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8309, 'emiEndingValue': 8309, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8309, 'emiOriginalEndingValue': 8309, 'tenure': 72, 'displayText': 'EMI ₹8,309/m', 'notAvailableText': 'Not available on EMI'}",Baleno,15,"['Bluetooth', 'ParkingAssist']"
10602347792,501000,Tata Tiago,Tata,Tiago,XE CNG,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1661990400000,MH12,Red,"{'value': 13823, 'display': '13.82k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9795, 'emiEndingValue': 9795, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9795, 'emiOriginalEndingValue': 9795, 'tenure': 72, 'displayText': 'EMI ₹9,795/m', 'notAvailableText': 'Not available on EMI'}",Tiago,13,['ParkingAssist']
10370046710,800000,Maruti Ertiga,Maruti,Ertiga,ZXI+ SHVS,2019,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1554076800000,MH43,Red,"{'value': 48775, 'display': '48.78k km'}","{'cashDownPayment': 0, 'emiStartingValue': 15227, 'emiEndingValue': 15227, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 15640, 'emiOriginalEndingValue': 15640, 'tenure': 72, 'displayText': 'EMI ₹15,227/m', 'notAvailableText': 'Not available on EMI'}",Ertiga,15,"['InfotainmentSystem', 'RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'PushButtonStart', 'TopModel', 'GpsNavigation']"
10417827760,816000,Hyundai Creta,Hyundai,Creta,SX PLUS AT 1.6 PETROL,2017,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,1,1493596800000,TS13,Red,"{'value': 78167, 'display': '78.17k km'}","{'cashDownPayment': 0, 'emiStartingValue': 15532, 'emiEndingValue': 15532, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 15953, 'emiOriginalEndingValue': 15953, 'tenure': 72, 'displayText': 'EMI ₹15,532/m', 'notAvailableText': 'Not available on EMI'}",Creta,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'PushButtonStart', 'TopModel', 'GpsNavigation']"
17837140714,534000,Hyundai NEW SANTRO,Hyundai,NEW SANTRO,MAGNA AMT,2021,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1630454400000,KL11,Red,"{'value': 15251, 'display': '15.25k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10440, 'emiEndingValue': 10440, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10440, 'emiOriginalEndingValue': 10440, 'tenure': 72, 'displayText': 'EMI ₹10,440/m', 'notAvailableText': 'Not available on EMI'}",Santro,15,"['RearAc', 'Bluetooth', 'ParkingAssist']"
13417846770,750000,Mahindra XUV300,Mahindra,XUV300,W8 (O) 1.2 PETROL AMT,2021,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,2,1609459200000,DL8C,Red,"{'value': 26825, 'display': '26.83k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14663, 'emiEndingValue': 14663, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14663, 'emiOriginalEndingValue': 14663, 'tenure': 72, 'displayText': 'EMI ₹14,663/m', 'notAvailableText': 'Not available on EMI'}",XUV300,15,"['InfotainmentSystem', 'Sunroof/Moonroof', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'TopModel', 'GpsNavigation', 'Tpms']"
10416623745,522000,Maruti S PRESSO,Maruti,S PRESSO,VXI PLUS (O) AMT,2023,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1704067200000,TS11,Silver,"{'value': 1261, 'display': '1.26k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10205, 'emiEndingValue': 10205, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10205, 'emiOriginalEndingValue': 10205, 'tenure': 72, 'displayText': 'EMI ₹10,205/m', 'notAvailableText': 'Not available on EMI'}",S PRESSO,15,"['InfotainmentSystem', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
10190340719,511000,Tata Tiago,Tata,Tiago,XZA PLUS PETROL,2020,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1609459200000,HR98,Silver,"{'value': 14236, 'display': '14.24k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9990, 'emiEndingValue': 9990, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9990, 'emiOriginalEndingValue': 9990, 'tenure': 72, 'displayText': 'EMI ₹9,990/m', 'notAvailableText': 'Not available on EMI'}",Tiago,15,"['InfotainmentSystem', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
12419744796,370000,Mahindra KUV 100 NXT,Mahindra,KUV 100 NXT,K4+ D 6 STR,2017,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,1,1517443200000,MH15,Silver,"{'value': 75752, 'display': '75.75k km'}","{'cashDownPayment': 0, 'emiStartingValue': 7234, 'emiEndingValue': 7234, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 7234, 'emiOriginalEndingValue': 7234, 'tenure': 72, 'displayText': 'EMI ₹7,234/m', 'notAvailableText': 'Not available on EMI'}",KUV 100 NXT,14,[]
14716022700,1147000,KIA SELTOS,KIA,SELTOS,GTX AT 1.4 PETROL,2020,"{'value': 'Automatic', 'display': 'Auto'}",SUV,Petrol,1,1598918400000,HR20,Silver,"{'value': 28599, 'display': '28.60k km'}","{'cashDownPayment': 0, 'emiStartingValue': 21832, 'emiEndingValue': 21832, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 22424, 'emiOriginalEndingValue': 22424, 'tenure': 72, 'displayText': 'EMI ₹21,832/m', 'notAvailableText': 'Not available on EMI'}",SELTOS,15,"['InfotainmentSystem', 'RearAc', 'LeatherSeats', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'CruiseControl', 'PushButtonStart', 'GpsNavigation', 'Tpms']"
11048042795,537600,Maruti Baleno,Maruti,Baleno,DELTA PETROL 1.2,2021,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1633046400000,DL3C,Silver,"{'value': 56680, 'display': '56.68k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10510, 'emiEndingValue': 10510, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10510, 'emiOriginalEndingValue': 10510, 'tenure': 72, 'displayText': 'EMI ₹10,510/m', 'notAvailableText': 'Not available on EMI'}",Baleno,15,"['Bluetooth', 'ParkingAssist']"
DLR1001413,525000,Maruti Vitara Brezza,Maruti,Vitara Brezza,LDI (O),2017,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,2,1506816000000,UP14,Silver,"{'value': 87276, 'display': '87.28k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10264, 'emiEndingValue': 10264, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10264, 'emiOriginalEndingValue': 10264, 'tenure': 72, 'displayText': 'EMI ₹10,264/m', 'notAvailableText': 'Not available on EMI'}",Brezza,14,['Bluetooth']
DLR1000078,250000,Maruti Alto 800,Maruti,Alto 800,LXI O,2015,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,2,1412121600000,MH48,Silver,"{'value': 60640, 'display': '60.64k km'}","{'cashDownPayment': 0, 'emiStartingValue': 5561, 'emiEndingValue': 5561, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 5561, 'emiOriginalEndingValue': 5561, 'tenure': 60, 'displayText': 'EMI ₹5,561/m', 'notAvailableText': 'Not available on EMI'}",Alto,15,[]
11332838725,472000,Renault Kwid,Renault,Kwid,CLIMBER MT 1.0,2022,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1669852800000,TN13,Orange,"{'value': 32711, 'display': '32.71k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9228, 'emiEndingValue': 9228, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9228, 'emiOriginalEndingValue': 9228, 'tenure': 72, 'displayText': 'EMI ₹9,228/m', 'notAvailableText': 'Not available on EMI'}",Kwid,15,"['InfotainmentSystem', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist', 'GpsNavigation']"
11334547754,340000,Hyundai Grand i10,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2014,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1420070400000,TN19,Orange,"{'value': 82502, 'display': '82.50k km'}","{'cashDownPayment': 0, 'emiStartingValue': 8954, 'emiEndingValue': 8954, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 8954, 'emiOriginalEndingValue': 8954, 'tenure': 48, 'displayText': 'EMI ₹8,954/m', 'notAvailableText': 'Not available on EMI'}",i10,15,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel']"
10327527752,343380,Maruti Celerio,Maruti,Celerio,ZXI AMT (O),2018,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,2,1522540800000,MH01,Silver,"{'value': 65879, 'display': '65.88k km'}","{'cashDownPayment': 0, 'emiStartingValue': 6713, 'emiEndingValue': 6713, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 6713, 'emiOriginalEndingValue': 6713, 'tenure': 72, 'displayText': 'EMI ₹6,713/m', 'notAvailableText': 'Not available on EMI'}",Celerio,15,"['Bluetooth', 'ParkingAssist', 'TopModel']"
10374047774,552000,Hyundai AURA,Hyundai,AURA,S 1.2 CNG,2020,"{'value': 'Manual', 'display': 'Manual'}",Sedan,CNG,1,1593561600000,MH01,Brown,"{'value': 72642, 'display': '72.64k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10792, 'emiEndingValue': 10792, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10792, 'emiOriginalEndingValue': 10792, 'tenure': 72, 'displayText': 'EMI ₹10,792/m', 'notAvailableText': 'Not available on EMI'}",AURA,13,"['RearAc', 'Bluetooth', 'ParkingAssist']"
10204727771,999000,KIA SELTOS,KIA,SELTOS,HTE 1.5 PETROL,2022,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,1,1675209600000,KA04,White,"{'value': 27959, 'display': '27.96k km'}","{'cashDownPayment': 0, 'emiStartingValue': 19015, 'emiEndingValue': 19015, 'roiMinDiscounted': 11.0, 'roiMaxDiscounted': 11.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 19531, 'emiOriginalEndingValue': 19531, 'tenure': 72, 'displayText': 'EMI ₹19,015/m', 'notAvailableText': 'Not available on EMI'}",SELTOS,15,"['RearAc', 'Bluetooth', 'ParkingAssist', 'Tpms']"
13922223703,154000,Volkswagen Polo,Volkswagen,Polo,HIGHLINE1.5L,2014,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Diesel,3,1427846400000,DL3C,Red,"{'value': 142262, 'display': '1.4L km'}","{'cashDownPayment': 0, 'emiStartingValue': 5115, 'emiEndingValue': 5115, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 5115, 'emiOriginalEndingValue': 5115, 'tenure': 36, 'displayText': 'EMI ₹5,115/m', 'notAvailableText': 'Not available on EMI'}",Polo,14,"['AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel']"
DLR1001369,528691,Hyundai GRAND I10 NIOS,Hyundai,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,2020,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,Petrol,1,1601510400000,CG04,White,"{'value': 49442, 'display': '49.44k km'}","{'cashDownPayment': 0, 'emiStartingValue': 10336, 'emiEndingValue': 10336, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 10336, 'emiOriginalEndingValue': 10336, 'tenure': 72, 'displayText': 'EMI ₹10,336/m', 'notAvailableText': 'Not available on EMI'}",i10,15,"['InfotainmentSystem', 'RearAc', 'AlloyWheels', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
10955746798,640000,Hyundai Creta,Hyundai,Creta,SX PLUS  ANNIVERSARY EDITION 1.6 DIESEL,2016,"{'value': 'Manual', 'display': 'Manual'}",SUV,Diesel,2,1483228800000,CH01,White,"{'value': 75276, 'display': '75.28k km'}","{'cashDownPayment': 0, 'emiStartingValue': 14236, 'emiEndingValue': 14236, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 14236, 'emiOriginalEndingValue': 14236, 'tenure': 60, 'displayText': 'EMI ₹14,236/m', 'notAvailableText': 'Not available on EMI'}",Creta,14,['TopModel']
17391245778,650000,Renault Duster,Renault,Duster,RXS PETROL,2018,"{'value': 'Manual', 'display': 'Manual'}",SUV,Petrol,3,1541030400000,OD05,Brown,"{'value': 51379, 'display': '51.38k km'}","{'cashDownPayment': 0, 'emiStartingValue': 12708, 'emiEndingValue': 12708, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 12708, 'emiOriginalEndingValue': 12708, 'tenure': 72, 'displayText': 'EMI ₹12,708/m', 'notAvailableText': 'Not available on EMI'}",Duster,15,"['InfotainmentSystem', 'RearAc', 'AlloyWheels', 'Bluetooth', 'GpsNavigation']"
11480449717,473000,Hyundai NEW SANTRO,Hyundai,NEW SANTRO,SPORTZ AMT,2020,"{'value': 'Automatic', 'display': 'Auto'}",Hatchback,Petrol,1,1609459200000,GJ01,Silver,"{'value': 24647, 'display': '24.65k km'}","{'cashDownPayment': 0, 'emiStartingValue': 9247, 'emiEndingValue': 9247, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 9247, 'emiOriginalEndingValue': 9247, 'tenure': 72, 'displayText': 'EMI ₹9,247/m', 'notAvailableText': 'Not available on EMI'}",Santro,15,"['InfotainmentSystem', 'RearAc', 'Bluetooth', 'AppleCarplayAndroidAuto', 'ParkingAssist']"
10379149793,335000,Hyundai Grand i10,Hyundai,Grand i10,ASTA 1.2 KAPPA VTVT,2015,"{'value': 'Manual', 'display': 'Manual'}",Hatchback,CNG,1,1435708800000,MH47,Blue,"{'value': 52804, 'display': '52.80k km'}","{'cashDownPayment': 0, 'emiStartingValue': 11127, 'emiEndingValue': 11127, 'roiMinDiscounted': 12.0, 'roiMaxDiscounted': 12.0, 'roiMinOriginal': 12.0, 'roiMaxOriginal': 12.0, 'emiOriginalStartingValue': 11127, 'emiOriginalEndingValue': 11127, 'tenure': 36, 'displayText': 'EMI ₹11,127/m', 'notAvailableText': 'Not available on EMI'}",i10,13,"['RearAc', 'AlloyWheels', 'Bluetooth', 'ParkingAssist', 'TopModel']"
